Target (Train),Prediction (Train)
12.249315,12.135569
3.369863,6.138772
0.002739726,0.08641702
9.432877,8.846865
3.7287672,2.984395
2.8520548,3.080663
3.2027397,1.8458929
8.89589,5.53145
9.663013,9.518168
6.1260276,3.9316673
5.5753427,4.307078
3.3479452,2.7145877
11.153424,8.598307
11.10411,10.973216
3.131507,2.057872
5.178082,5.379048
9.830137,9.050449
5.9561644,4.547511
2.210959,0.5438141
1.6273973,0.760071
2.1123288,2.2340188
2.9917808,4.2620473
8.79178,7.0417585
0.02739726,-0.10802263
3.3643835,3.871695
9.635616,9.112357
10.446575,10.788347
4.057534,1.866708
5.1945205,4.95103
1.8958904,1.7306316
5.6,4.3067245
6.019178,2.740776
1.939726,1.9653703
1.8794521,2.3025925
9.361644,9.684262
3.950685,4.907902
5.7041097,3.7167559
2.430137,1.0545105
7.868493,7.190527
4.980822,5.5082936
8.745206,7.572524
8.326028,5.362069
3.1424658,2.7506726
3.5479453,4.099655
6.0410957,3.7558193
0.008219178,1.5362012
10.230137,7.676088
4.9890413,3.9996493
1.5753424,2.1879175
1.5342466,3.6040924
2.8164384,0.69336414
6.00274,6.647811
2.4547944,1.2849402
3.2684932,1.5832479
2.8082192,1.7501233
1.5369864,1.4401964
2.589041,2.1999865
0.010958904,0.3624558
0.46027398,1.1890945
5.1945205,5.733976
5.8876715,3.9161952
7.9863014,5.693846
9.5643835,9.2445
3.739726,3.577098
4.638356,8.216433
7.1534247,6.2708163
2.2191782,2.9793754
12.117808,13.119428
1.2438356,2.4365046
1.6520548,2.2154276
2.9726028,1.9896924
2.819178,4.354316
3.4383562,3.8875213
3.117808,3.9145443
5.6,5.6194754
1.6356164,2.7763226
2.460274,2.707191
5.0082192,3.856062
6.7972603,8.791015
3.2027397,3.4558883
1.5150685,0.4362656
7.161644,5.5322905
2.578082,2.7901766
9.594521,7.925733
3.279452,2.263975
3.4164383,2.08044
4.419178,3.0161572
6.9452057,4.6244106
8.747945,7.703544
3.279452,2.1879323
6.312329,4.1536546
3.3753424,3.503796
8.750685,7.5670757
8.638356,7.2260118
