Target (Train),Prediction (Train)
1.5452055,1.5806164
2.6136987,3.647645
1.2465754,1.2678597
5.5041094,5.8605456
3.2356164,2.8464057
2.4958904,3.395621
2.1424658,3.2030394
4.2547946,4.914237
0.02739726,1.1707641
3.3041096,4.448419
2.8136985,3.156357
3.4328768,2.1771939
3.6054795,2.6109478
5.391781,5.217278
2.7178082,1.6666485
3.9917808,3.7369473
14.742466,17.281607
10.00274,9.869151
1.1260273,0.8566928
5.690411,5.6809354
2.9863014,3.1846955
4.7041097,2.8033638
6.0684934,6.2514358
3.4520547,3.115352
3.5260274,4.166732
4.8027396,5.0659146
2.249315,1.866114
2.8520548,1.4528239
2.9561644,3.0551598
3.1342466,2.2020757
2.1534247,3.2738698
2.969863,2.4766097
3.6849315,3.2096384
3.1232877,3.1577754
0.41643837,-0.30749848
1.9013698,2.298268
2.6958904,1.9932553
5.1726027,4.5342164
1.860274,1.5472339
3.950685,2.6234958
5.3068495,5.6600156
7.4849315,7.526489
4.8821917,4.206559
0.010958904,0.52309674
10.063014,9.589616
2.830137,5.491475
3.1945205,2.6939235
1.5534247,1.8856684
3.8054795,3.0412443
4.9260273,4.977668
4.6191783,4.3034096
3.3643835,4.745109
2.0657535,3.5621502
5.079452,5.115034
2.1041095,2.474891
1.6410959,1.0988095
3.3178082,1.6254892
3.449315,0.8275535
1.5726027,1.8337692
3.8465753,3.1519783
5.0410957,4.7978787
3.3890412,1.5992702
3.5863013,5.8042884
8.915069,8.495205
3.369863,4.2698355
1.939726,2.3806462
2.0931506,2.1848679
7.4821916,6.758076
2.9917808,2.8593688
9.180822,8.411507
3.279452,2.2955537
4.309589,2.8255014
11.956164,10.588827
2.969863,2.1522417
9.043836,9.740447
3.2273972,3.652147
11.736986,11.0982275
3.739726,3.233041
5.290411,5.5340343
14.8547945,16.673532
4.39726,4.418321
4.057534,1.6583642
6.057534,4.923827
1.6520548,2.299334
0.01369863,1.6120797
3.2986302,2.6783097
3.0082192,4.234039
6.235616,7.1825595
7.0410957,7.091507
2.0547945,1.9906586
0.44383562,0.7829398
3.7945206,2.386525
0.61917806,-0.74110365
5.158904,7.1487894
3.8630137,4.905393
5.7506847,6.1213384
1.0164384,1.712017
2.3643835,2.6435735
8.605479,7.7203
2.860274,1.7361828
8.419178,8.108495
1.3369863,1.3845232
6.4630136,6.6371694
4.638356,6.1900525
10.30137,7.7730546
9.123287,8.387181
8.758904,9.658759
1.2410959,1.9714227
6.180822,4.234959
5.238356,5.071574
9.679452,6.7387547
2.761644,1.4642271
8.654795,9.112673
8.134247,8.062234
8.227397,7.7985864
1.2383561,1.5204042
12.7260275,12.294764
2.0739727,2.4770105
5.578082,6.1354384
9.471232,10.432504
4.4602737,3.6954532
13.7890415,15.496536
5.1945205,5.06849
2.5260274,1.9418803
9.931507,10.90707
1.2547945,1.6249976
3.9945207,3.154185
3.1616437,3.6218526
2.7945206,3.6164312
5.0356164,4.0965147
4.3150687,2.170563
3.739726,4.193407
3.4164383,2.1920261
2.2164383,1.8572583
7.2465754,7.345202
10.008219,9.499259
12.057534,12.373783
3.2986302,3.1594229
8.249315,6.400283
2.2876713,2.5573592
6.4356165,7.0406675
3.0328767,2.69352
0.008219178,-0.320367
5.972603,6.0825047
2.0739727,2.8689606
9.164384,9.430012
6.1424656,5.6788344
4.369863,3.9026635
0.6328767,0.12173307
2.6904109,3.8392634
5.632877,2.057009
2.0219178,2.1232853
3.1260273,1.3742661
0.005479452,0.60364556
2.0328767,1.9884213
3.4630136,3.4102535
3.139726,4.379962
4.9068494,5.7599373
3.0054793,3.7772546
4.4164386,2.590359
3.7479453,5.767378
5.523288,5.7223063
10.879452,11.058567
10.150685,9.089044
5.9643836,6.9638333
0.9972603,1.0253325
1.969863,3.1095448
7.4027395,6.6462526
2.0328767,1.9233675
3.1013699,3.9314086
1.6767123,1.1233382
2.4356165,3.6201613
7.3643837,7.3809147
9.164384,9.190689
8.980822,9.607578
2.819178,3.7260053
9.868493,9.253882
5.9369864,5.031
3.010959,1.74507
0.9972603,2.0081322
4.813699,5.0589805
5.4657536,5.9135203
5.238356,5.6188245
3.2821918,3.1329033
2.6849315,4.005797
3.4054794,3.6724534
5.2739725,6.150785
3.1013699,4.036501
7.161644,6.158996
6.2465754,7.175259
8.00548,7.4793572
2.1534247,2.5107892
4.027397,6.2619057
4.180822,2.8167577
3.1123288,2.5039616
7.0958905,7.111676
10.164384,10.103523
5.6,4.824251
14.00548,13.20375
9.964383,9.147391
7.1424656,7.1701083
8.79178,8.003068
6.476712,6.1833696
1.6356164,0.5922531
9.052054,7.821621
8.8,8.740295
0.002739726,0.48706964
3.528767,3.2727542
2.8,4.3903446
9.860274,10.330815
3.7178082,4.144665
9.909589,9.699476
3.1452055,2.353347
1.0465753,0.9764042
7.019178,5.239947
4.6219177,5.2715096
8.873973,4.209784
2.2164383,2.5510023
1.8054794,2.0220418
8.394521,8.740527
4.5643835,4.3311067
0.7369863,0.19349495
4.071233,3.8822334
3.7178082,2.9780245
2.2191782,1.7396986
5.6739726,5.9789896
6.5150685,7.0969744
4.5561643,5.5958896
0.03561644,0.3227144
6.6931505,3.9626677
0.42465752,0.7698593
3.3671234,4.5233316
3.471233,3.0563335
0.002739726,2.056636
5.6164384,4.7246284
9.169863,11.10348
9.115068,8.547815
9.265754,9.347022
3.7972603,2.9007027
1.2575343,1.231914
7.6739726,5.9398932
4.7506847,5.4645753
3.528767,3.3051949
7.720548,8.002939
3.0246575,3.4193447
5.2054796,5.2110977
5.4356165,4.3768296
0.038356163,0.66889715
12.479452,14.374471
3.049315,2.192129
0.77260274,-0.34848437
3.0136986,1.9220786
2.5616438,3.551711
2.109589,2.1373892
2.2246575,1.1567796
2.3068492,2.0281181
0.25753424,0.14583215
3.0986302,4.5767627
3.1479452,2.9169815
2.9561644,3.785851
0.80547947,0.82644993
3.0684931,2.8065846
5.9589043,4.8446717
2.0328767,2.2769144
3.1342466,2.864904
6.0383563,4.718633
2.589041,2.020697
12.271233,10.859761
0.04931507,0.74918497
8.624658,8.772839
8.652055,8.325575
10.230137,9.995389
5.5753427,4.5974307
2.841096,3.1713338
3.210959,3.1036754
10.087671,10.792815
10.010959,11.688114
3.2054794,2.2585618
5.3150687,4.142221
11.663013,11.693366
6.531507,7.0332346
10.868493,10.582615
5.980822,6.4800777
6.336986,6.133045
2.1260273,2.9139433
9.147945,11.490258
6.6136985,6.5607157
7.569863,6.748863
6.9643836,6.2767153
0.019178081,-0.21345666
0.79452056,1.1986738
2.4383562,0.41604358
5.890411,5.336829
3.3972602,2.0881712
2.2821918,4.01939
2.8547945,2.913883
6.3945208,4.1516623
1.8410959,1.3501314
2.2027397,1.7358077
2.4821918,3.305983
6.3780823,5.041739
7.838356,8.121792
5.843836,5.468309
1.2465754,0.94189095
6.7342467,6.204172
1.8794521,1.8177831
11.463014,9.4808035
3.1150684,2.3279636
2.4383562,1.481294
6.5068493,6.216489
4.049315,3.0771444
4.490411,7.397107
2.2301369,2.272649
5.339726,5.1190906
1.3643836,1.9079404
2.0082192,2.5787842
6.9561644,6.3542104
5.10137,4.295984
1.5150685,1.0581794
3.4465754,3.859783
6.0547943,6.938336
8.709589,9.228495
1.8219178,3.137881
5.7041097,6.0049734
1.9780822,0.9698349
4.391781,4.566608
5.7972603,4.425433
0.49863014,3.36737
2.1753426,0.20978232
3.619178,3.175218
6.2164383,5.040675
8.4356165,6.9182053
1.5561644,1.0318536
0.46027398,0.91896915
3.989041,4.2773314
6.5041094,5.9578123
7.786301,11.336002
8.326028,5.9449525
11.465754,14.078629
7.663014,6.8691764
6.3643837,5.7433057
2.7589042,2.5477095
2.2246575,1.1633161
3.0684931,3.3178692
8.1452055,6.9668684
3.5232878,2.83389
11.035617,8.739513
3.1232877,1.1676582
3.1643836,2.8493729
2.9863014,3.4547048
4.641096,2.9415734
4.972603,4.7333827
4.641096,3.1786494
4.5835614,5.0614104
5.523288,6.8466134
3.9123287,2.6295817
7.260274,6.412119
2.0767124,1.5703472
5.021918,4.842539
3.4164383,3.2124116
4.3287673,3.9421468
2.819178,3.6928537
6.9123287,6.6373944
3.6739726,4.760015
10.934247,10.639187
0.038356163,1.2624135
1.3452054,1.6455282
2.578082,2.0392938
3.2027397,2.4341109
2.6575344,3.361874
0.038356163,1.0998528
4.367123,4.3788176
4.3534245,4.9423337
2.5835617,2.1985395
5.279452,5.59811
8.397261,7.5055237
5.241096,7.0102496
0.20273973,-0.03361675
3.5178082,6.148459
3.7178082,5.2850585
9.027397,6.543786
0.4219178,1.0482055
5.09863,4.422865
5.4547944,3.3456693
3.0246575,3.6911283
0.9232877,1.4245784
5.7041097,3.3602197
8.326028,7.614597
7.860274,7.419966
3.0054793,5.266159
4.312329,4.684859
5.720548,6.2280297
6.4547944,7.1027584
11.709589,10.557404
1.8630137,2.141856
5.923288,4.47636
1.3068494,1.5209321
7.8,8.560885
3.3753424,2.9293613
0.5671233,0.03600362
7.241096,6.876441
2.8630137,1.251383
0.9808219,1.4450352
8.109589,7.8812485
5.9616437,5.5408077
4.0246577,4.090721
4.9561644,4.4337425
3.1260273,3.377103
4.320548,2.949129
1.6109589,1.8635209
1.9917809,3.8329215
2.9315069,2.5856946
2.1452055,3.1837468
3.030137,2.854818
3.5479453,4.53114
3.7972603,2.259644
2.969863,2.1011238
5.2027397,3.725077
1.9342465,1.2623062
7.4575343,8.260304
0.008219178,0.6193497
3.0136986,4.9348063
6.09863,5.731015
9.317808,8.288675
3.210959,2.6457071
9.252055,8.385364
1.1835617,0.6731118
8.936986,8.264692
8.0,6.519848
6.3041096,7.5329285
3.2876713,3.6624079
5.9260273,6.7166643
5.150685,6.06989
1.230137,1.74324
9.761643,9.367064
8.821918,6.8683834
2.3890412,3.6336577
0.038356163,-0.9664115
1.0356164,0.94983685
4.4383564,4.304849
3.4739726,2.5456998
3.961644,3.547381
5.7260275,4.7974668
3.6931508,3.1728344
9.164384,10.339632
1.3917809,0.7597697
2.8246574,4.2838826
7.471233,6.7479153
7.4438357,8.637761
3.0328767,3.5046237
1.1452055,1.0392565
6.9452057,7.449556
6.558904,4.880153
3.5616438,3.0583878
5.8246574,6.090374
1.9452055,1.9107258
6.0136986,6.5762725
3.0054793,3.2500637
3.5452056,3.0707364
2.630137,2.3554559
0.01369863,1.214855
0.98630136,1.1945369
3.3342466,3.3189752
4.928767,4.6265316
7.1479454,5.512864
9.706849,9.845221
5.728767,5.4495373
4.293151,3.6999881
8.254794,7.2409897
3.331507,2.6013627
10.378082,11.337043
3.630137,4.1529846
15.221918,17.456533
1.2438356,2.2044163
1.3150685,-0.17972013
2.0931506,2.000818
0.019178081,1.7027854
3.4164383,1.7450194
11.882192,10.923276
7.528767,8.596969
3.947945,4.611771
6.780822,5.889991
5.369863,0.90645695
1.369863,0.9594097
6.0739727,4.600116
0.50410956,1.5874612
4.180822,4.881284
6.4547944,5.6545467
7.808219,8.071256
1.0082191,0.86793077
9.128767,10.542092
3.449315,3.7807345
6.8246574,3.3125148
3.3753424,5.149525
2.7753425,4.240098
3.4657533,3.1655986
4.336986,4.9880943
3.969863,3.9100296
5.290411,4.4744353
7.627397,7.267838
9.276712,7.3464866
3.7780821,2.8739543
3.380822,3.49316
6.1260276,4.170533
5.526027,5.1998096
5.791781,5.745282
7.3013697,7.053102
6.39726,5.738887
3.7178082,5.782624
1.2383561,0.5893304
5.312329,6.1082873
2.4054794,2.628038
3.1917808,2.4209793
0.002739726,0.31751913
5.3041096,5.0877414
7.260274,7.8450093
5.169863,3.6747882
9.539726,6.8037977
3.249315,2.826541
4.369863,3.6214018
3.0082192,1.433012
0.008219178,0.6287659
5.235616,4.922603
3.471233,3.3795598
3.6575344,3.134999
2.8438356,-0.5910237
3.5232878,2.7162848
6.219178,4.8033037
2.010959,0.843869
2.5726027,2.335263
3.0136986,1.7972453
3.1369863,3.1356933
3.6575344,4.3314333
6.6219177,4.4418306
11.063014,11.36858
6.6657534,5.1271086
4.9452057,4.9363546
5.6,5.419704
1.6273973,1.0357891
4.7178082,5.9043837
0.769863,0.9937936
2.8657534,3.6674783
2.2246575,2.95322
4.0383563,3.1645932
3.4821918,1.8760293
2.339726,3.2607172
3.5863013,2.3992648
6.178082,6.0224123
6.580822,5.504342
8.772603,10.768371
5.8547945,5.617579
6.5561643,5.696542
3.3972602,3.7676024
1.6,1.5076834
0.20547946,0.7045604
5.706849,4.554705
2.9342465,3.6184504
5.4958906,4.636525
5.641096,5.340359
2.7041097,3.4538875
11.545205,10.740705
3.8849316,5.150127
0.03287671,0.64555466
4.4273973,4.0609574
3.049315,2.6021013
7.210959,5.477393
3.090411,5.3415294
4.2547946,5.0035563
6.4438357,6.6740065
3.0191782,3.731766
1.939726,2.0842326
10.772603,12.398325
3.049315,4.5840135
2.8246574,1.6910405
1.4164383,1.0145122
3.2712328,3.1390247
0.9890411,0.76934636
2.909589,2.5019815
2.9534247,2.8734763
4.389041,4.1601367
1.2794521,0.64516085
5.4027395,4.4594607
0.03287671,1.2863077
6.210959,6.1854315
5.550685,5.9754615
3.2246575,1.5884076
4.4246573,5.0635977
2.6767123,2.285804
4.5068493,4.832155
12.616438,13.098571
2.8054795,2.8240476
9.454795,7.1160316
3.1479452,2.9771435
3.0684931,2.378882
6.942466,7.287682
2.2575343,2.091067
9.389041,9.855036
6.232877,5.0768185
10.331507,10.456614
3.1013699,1.2656096
6.4630136,5.5693336
5.8849316,4.7138896
2.2438357,1.5530589
6.219178,5.371197
8.035617,6.397137
1.7616439,2.0763354
3.490411,2.0509794
1.4164383,-0.14117053
6.290411,5.996923
13.608219,12.074646
3.0657535,1.5751947
3.9013698,3.1275537
2.449315,3.7867327
5.9369864,4.088318
10.986301,12.123493
6.531507,6.4774604
3.3972602,3.9143374
4.3863015,2.7212522
3.1424658,2.7989368
1.0739726,1.3357904
5.810959,6.281535
4.6547947,4.3309474
10.284931,10.077832
10.446575,10.559728
6.5835614,5.37411
2.1863015,3.3591962
6.241096,6.097366
4.980822,5.8075795
2.5561643,4.034629
3.2684932,3.186004
1.0958904,1.1433775
0.021917809,0.46006626
11.142466,10.93001
3.9150684,4.158801
2.8630137,2.4323177
8.89589,6.2381086
