Target (Train),Prediction (Train)
2.668493,3.169674
4.4164386,6.8642697
2.4438357,2.4284976
3.2219179,1.9815171
5.4082193,5.2466674
10.90137,11.285762
9.073973,9.337336
3.6931508,2.4875045
3.0164382,5.385322
10.986301,11.417976
5.7479453,6.222933
3.0054793,3.1530812
2.0191782,3.2016015
5.2027397,3.5826542
11.084931,11.066746
4.972603,3.937443
2.6273973,3.1610155
3.0684931,1.075446
7.786301,10.028298
6.071233,5.5163836
0.80547947,0.84052205
2.8657534,4.302077
0.008219178,0.4816466
2.3643835,2.442306
3.0328767,2.617031
1.3041096,1.9743254
1.9315069,1.7846771
3.331507,2.4423804
1.3452054,1.2660654
2.6630137,3.3560789
4.2547946,4.8586073
9.663013,9.998399
3.5150685,3.276646
5.9589043,6.1602855
4.780822,4.271783
2.6027398,2.9529934
1.9232876,2.1367137
4.082192,4.031453
4.6219177,4.060478
1.9178082,1.656566
3.3616438,3.9149919
3.5561643,3.1327212
5.3068495,4.671187
10.772603,11.5784855
1.3150685,1.0950572
2.969863,0.8151669
8.654795,9.443379
9.764383,8.799294
8.419178,7.9679174
3.1068494,4.6152825
8.2,8.253012
1.5150685,0.6216071
3.0054793,2.8777053
6.553425,8.585873
1.1863014,1.7061129
2.69863,3.279647
6.2849317,6.734191
1.0109589,2.0737145
1.339726,2.9706357
12.482192,13.794748
3.1342466,2.7913465
2.6520548,2.5081973
5.4657536,6.4214697
8.936986,7.573326
3.9013698,3.7028704
0.03561644,0.5894156
0.56164384,-0.27648592
4.279452,3.997106
7.5917807,7.6850357
9.410959,9.301931
6.7342467,5.426445
0.021917809,2.0924587
2.052055,2.4161258
1.5972602,1.5363314
8.550685,8.288619
2.8630137,2.9107533
7.3808217,6.6333447
2.3972602,1.6627568
6.4136987,5.7353463
5.2520547,4.5333314
6.9753423,6.94372
6.290411,6.246867
0.07945205,0.15639511
3.6931508,2.3952432
9.068493,8.746287
6.372603,5.225107
4.4082193,3.6515396
1.5753424,1.454485
3.0356164,3.7024324
9.654795,5.3000455
7.260274,7.466482
0.20547946,1.3100271
0.019178081,0.47899404
0.9616438,2.0428915
3.569863,2.6755176
1.7561644,1.7169573
3.0082192,2.145103
7.4575343,7.951801
7.1369863,6.000117
4.3287673,3.0265236
1.0,1.1965808
1.7123288,1.8434776
7.8,8.688094
6.9561644,5.5578403
9.89589,10.523537
5.079452,4.6680455
6.312329,6.282497
3.8767123,4.2478194
3.0082192,4.1959534
5.369863,1.0401789
2.8547945,3.1094797
0.11780822,0.008930206
9.569863,9.873358
3.871233,3.5584395
6.191781,5.1698794
6.879452,4.9017067
9.027397,7.662488
3.1726027,2.3553493
3.7452054,4.032156
12.00274,13.033472
9.30411,9.114967
8.989041,9.325853
3.369863,4.583956
6.263014,5.9408407
3.2986302,6.486402
2.9808218,3.5847485
3.2684932,2.1890876
1.6958904,1.0706191
6.5917807,6.686896
8.139726,7.8732343
11.547945,11.250764
3.490411,3.907538
0.021917809,1.9922334
3.7178082,5.1057167
7.1671233,6.757721
4.027397,4.1165056
12.142466,13.750734
10.446575,10.435468
8.652055,8.939146
3.578082,5.082095
9.728767,10.193446
4.052055,1.5972028
8.186301,7.9743347
5.9369864,5.8509197
5.060274,6.289531
3.0191782,2.7874963
0.92876714,1.3291241
2.578082,2.4697363
5.580822,2.6890118
4.441096,4.948248
8.312328,8.769949
2.2410958,1.2593992
11.882192,10.073886
8.010959,7.45203
3.169863,4.260297
9.317808,7.991023
2.7808218,3.4090748
6.139726,5.3386455
2.2438357,2.9900575
10.821918,10.089854
3.9726028,4.4857397
0.4219178,1.3565928
5.1945205,5.54942
1.4575342,1.8665249
8.873973,4.503663
6.868493,5.3730035
2.9150684,3.4715834
1.3260274,1.7673001
3.6082191,3.5678065
6.1945205,4.5157013
1.8082192,2.3285658
11.065753,10.418783
7.9369864,8.244797
8.7260275,7.1297307
10.230137,9.027157
2.6136987,4.866044
13.608219,12.846323
