Target (Train),Prediction (Train)
0.010958904,0.77940834
7.1945205,4.3618703
0.019178081,-0.5351052
3.1150684,2.0511274
7.257534,6.9580507
4.7835617,3.7470002
8.09589,6.624068
4.2739725,3.7665462
7.923288,6.460768
8.175343,5.793912
6.8246574,7.079153
2.2301369,4.1625886
5.843836,4.995771
11.142466,11.169305
6.191781,5.292775
2.7698631,2.0613918
2.430137,0.45024738
1.9369863,1.8469902
1.0438356,2.4420712
1.7863014,1.4240885
6.4164386,4.230703
7.9369864,8.06195
5.871233,3.9531274
7.3013697,6.1169987
8.010959,8.7467985
1.6794521,1.9890836
12.339726,10.265963
4.230137,5.7357035
2.5726027,3.1913192
14.00548,12.926904
8.493151,7.7792087
4.4958906,3.405293
3.0712328,3.2365482
3.369863,4.032997
3.950685,5.1369057
5.490411,3.8196917
2.2438357,1.391104
11.432877,11.691969
6.219178,6.7507057
0.62739724,0.6049819
2.010959,3.7343962
4.2547946,4.3168397
1.2547945,2.1160607
5.169863,3.7970014
5.09863,3.8886328
3.0191782,3.2328076
1.5342466,3.0004115
5.347945,3.790236
6.0328765,6.1703715
5.810959,5.5729203
3.2219179,1.511348
9.5643835,10.154184
6.9561644,5.839159
3.449315,0.75558066
2.117808,2.7121089
2.3753424,2.5526161
2.9150684,2.086813
8.419178,8.292655
5.7041097,2.97544
3.049315,2.0659063
6.2,6.845402
3.3232877,1.5538807
12.090411,11.332558
1.5972602,2.1063457
3.7452054,4.642695
5.9753423,7.7545476
2.0027397,1.4444118
3.6575344,3.8614416
5.4547944,4.835482
3.1972604,1.915674
3.7972603,2.533089
4.10411,2.937409
7.528767,7.1050825
3.260274,3.1292706
8.227397,7.0558305
9.265754,8.103456
5.339726,5.5076632
6.0684934,5.511229
3.279452,2.7911627
3.210959,2.619358
3.989041,2.5956724
0.41369864,2.170872
5.641096,4.9162183
3.5616438,1.8630466
6.3780823,5.2874494
1.7561644,1.6309541
2.9780822,2.5151672
1.3068494,1.0760452
2.6876712,1.4114101
0.36712328,0.4079082
4.3945208,3.474145
3.0876713,3.9314804
7.441096,6.0254173
5.0410957,4.419693
9.868493,8.297044
5.1945205,5.7373786
6.553425,6.7731447
1.2465754,-0.23097257
5.6712327,5.207114
6.213699,4.9310145
8.739726,11.165564
4.019178,3.2332475
6.6136985,7.954292
7.490411,5.744582
0.46027398,1.371014
8.958904,7.1073327
2.1150684,1.6770898
6.4136987,5.458042
8.463014,6.737996
6.241096,5.6803184
5.4575343,2.3593369
12.545205,11.880433
3.4630136,3.6834118
9.473972,9.78847
0.038356163,0.6754533
2.410959,1.7212224
3.2931507,3.1514754
1.5068493,1.0452687
3.3123288,4.35907
4.7232876,3.0009725
0.03561644,-0.69547826
9.454795,8.626967
4.3150687,3.890369
1.2849315,1.8791738
12.057534,11.71695
4.10137,5.868371
3.030137,1.968552
12.479452,12.414616
3.8136985,4.493271
2.2821918,4.483321
11.90137,9.857062
1.7013699,0.78058326
2.950685,3.4093482
9.027397,10.606432
11.035617,8.409037
4.5917807,4.993044
5.580822,2.7318623
1.9890411,2.3967519
3.679452,3.8219218
1.1150684,2.4128857
0.41643837,2.8644843
2.9013698,1.5554957
9.2109585,4.800003
5.169863,4.3369856
2.1260273,2.56469
3.958904,3.8108797
6.879452,6.136205
3.0575342,3.617557
2.739726,2.0600734
5.10411,5.1427016
5.6739726,4.8520784
1.4027398,-0.18302843
4.3534245,2.1571717
6.178082,5.759387
4.4246573,4.5987096
5.1945205,4.312291
6.5917807,7.6972146
2.8630137,1.2674177
3.249315,3.655856
2.6082191,1.1983554
6.4383564,5.135424
0.02739726,-0.74222934
0.6328767,0.35362
5.120548,3.8594968
2.090411,2.0111744
7.808219,8.278693
10.778082,9.691965
2.0931506,1.6999344
6.0054793,6.63175
7.430137,6.0957713
2.578082,2.0813813
15.89863,15.117479
2.2164383,2.889586
14.863013,15.653351
0.4739726,-0.12744793
5.8657537,6.43077
2.8520548,4.238621
3.7178082,4.524762
4.9561644,3.7799306
5.923288,3.948699
9.126027,7.3587174
8.936986,6.9497824
3.1232877,2.9564536
4.8821917,4.1377797
8.30137,6.9825015
3.6109588,6.0536103
3.4547944,5.0642095
6.657534,6.6071944
5.9260273,5.762568
6.4356165,4.588581
4.389041,3.2138731
2.0547945,1.3421489
2.909589,3.28505
3.7232876,1.1789074
0.005479452,0.5411972
6.312329,4.0658827
3.279452,4.8748283
1.2054795,1.2765756
10.235617,8.571772
5.8876715,4.6519446
3.041096,2.2491016
10.539726,10.130694
3.0054793,3.333941
6.690411,4.1501803
3.2027397,2.5147533
3.038356,2.552885
2.4547944,3.785043
2.6849315,1.5196738
6.9753423,6.859445
3.1479452,3.1502225
2.8876712,1.7745286
5.3041096,4.1465917
5.632877,5.8264256
3.8767123,3.8663025
4.2246575,7.527084
4.367123,4.3032713
2.2876713,1.408757
4.9890413,4.170136
3.1726027,2.8413212
0.002739726,-0.6303475
0.03287671,0.8681688
7.4958906,7.1633067
1.2273972,2.0516222
3.158904,1.406388
2.0931506,2.0281909
1.3150685,3.0516303
0.6821918,1.7706908
9.523288,7.335445
4.309589,2.2587361
5.909589,4.9289155
3.0821917,2.9774556
6.3041096,7.736353
2.6849315,4.007116
6.476712,6.4577174
5.7506847,6.803698
2.7643836,0.5885334
2.6054795,3.869514
2.649315,3.997276
5.2958903,5.3005056
1.7808219,1.1181178
2.709589,3.1822894
0.038356163,-1.520925
6.00274,6.1826844
7.369863,4.716667
1.369863,0.15326957
1.2438356,3.1686332
3.6164384,4.526034
9.90411,8.095285
3.6082191,5.0103717
3.1643836,4.626516
3.950685,2.9047396
5.2520547,4.679858
0.008219178,-0.6820487
10.934247,9.969792
4.769863,6.2527986
1.5643835,0.33853066
2.9150684,4.081907
6.972603,7.363996
15.131507,14.786074
3.989041,3.8569527
2.8493152,1.9921492
6.3863015,5.495864
6.690411,4.0379605
7.3643837,7.904829
12.756165,12.571123
7.1424656,6.1516
5.558904,6.095258
5.4273973,5.915376
2.6767123,2.392981
1.8630137,0.7823452
1.5726027,1.4796846
6.2438354,8.428795
2.1945205,1.1567328
4.6219177,3.317842
12.868493,11.603127
8.591781,7.8683414
8.972603,8.127314
3.1342466,3.081873
0.769863,1.7115823
7.663014,6.828956
2.578082,2.8737051
8.989041,8.052685
9.490411,10.767055
3.331507,1.7655727
13.443835,11.082377
8.336987,8.440231
1.4958904,0.48789424
8.490411,6.06654
1.7616439,2.831759
5.589041,5.6911983
1.3917809,0.40588975
1.860274,1.6922146
6.079452,4.8696175
3.1342466,2.3394544
0.01369863,2.1385722
0.038356163,1.0497068
9.389041,7.8771954
3.2684932,2.2597198
1.9917809,2.1319864
3.030137,1.9257292
3.7972603,2.3197472
3.1260273,1.8782762
1.3643836,1.6328429
2.630137,3.390432
0.56164384,-0.62004983
2.8164384,0.88972116
3.9013698,3.4387224
10.819178,11.061798
2.0082192,2.9859076
6.4575343,6.496994
4.9452057,4.272633
3.7150686,5.040205
5.7479453,5.617096
4.00274,4.5780425
0.019178081,0.73573685
6.2958903,5.6252484
3.4164383,1.9469676
6.271233,5.74131
4.449315,1.5690247
